File name,psnr,num edge origin with sobel,num edge origin with canny,num edge with ALM and saliency,num edge paper method
3D_mFFEXL-401/IM-0001-0199.jpg,18.535315908996306,108739,29362,143300,22520
3D_mFFEXL-401/IM-0001-0049.jpg,19.99386652153751,73246,17512,123187,13270
3D_mFFEXL-401/IM-0001-0100.jpg,19.366680553347084,85779,22099,132453,17538
3D_mFFEXL-401/IM-0001-0151.jpg,18.724346589340747,98187,26282,138252,20109
3D_mFFEXL-401/IM-0001-0202.jpg,18.5872981903439,109151,29375,143272,22710
3D_mFFEXL-401/IM-0001-0253.jpg,18.294018702195785,116451,31873,146874,25315
3D_mFFEXL-401/IM-0001-0304.jpg,17.677512394009412,121349,34985,149445,28440
3D_mFFEXL-401/IM-0001-0355.jpg,17.837004264014585,123679,35472,151503,27726
3D_mFFEXL-401/IM-0001-0406.jpg,17.317274691205633,124084,37480,152577,29859
3D_mFFEXL-401/IM-0001-0457.jpg,17.652943201732967,122466,35475,152963,28629
3D_mFFEXL-401/IM-0001-0508.jpg,17.932466047310925,117252,34010,151265,27087
3D_mFFEXL-401/IM-0001-0559.jpg,18.396262823527294,109505,31021,149161,24206
3D_mFFEXL-401/IM-0001-0610.jpg,18.41596053836783,98716,27862,142523,22091
3D_mFFEXL-401/IM-0001-0661.jpg,19.092865155110868,83011,21860,129333,16867
3D_mFFEXL-401/IM-0001-0205.jpg,18.53787088165098,109684,29649,143295,22823
3D_mFFEXL-401/IM-0001-0208.jpg,18.57773479551307,110284,29431,143731,22663
3D_mFFEXL-401/IM-0001-0211.jpg,18.51836547932232,110582,29754,143900,23219
3D_mFFEXL-401/IM-0001-0214.jpg,18.479970335704323,111228,29783,144073,22938
3D_mFFEXL-401/IM-0001-0217.jpg,18.40146042436611,111538,30024,144358,23184
3D_mFFEXL-401/IM-0001-0220.jpg,18.400546073480456,112065,30173,144264,23616
3D_mFFEXL-401/IM-0001-0223.jpg,18.391233521335028,112381,30511,144373,23971
3D_mFFEXL-401/IM-0001-0226.jpg,18.310882432233498,113080,30870,144693,24700
3D_mFFEXL-401/IM-0001-0229.jpg,18.26609182888697,113428,31312,145008,24418
3D_mFFEXL-401/IM-0001-0232.jpg,18.265307752262256,113626,31655,145066,24538
3D_mFFEXL-401/IM-0001-0235.jpg,18.325205593346833,113916,31390,145346,24726
3D_mFFEXL-401/IM-0001-0238.jpg,18.335276557595567,114308,31461,145572,24498
3D_mFFEXL-401/IM-0001-0241.jpg,18.224400552657055,114542,31502,145866,24934
3D_mFFEXL-401/IM-0001-0244.jpg,18.15474629052709,114915,31666,146303,25033
3D_mFFEXL-401/IM-0001-0247.jpg,18.194886719545895,115408,31410,146584,24588
3D_mFFEXL-401/IM-0001-0250.jpg,18.322796855948642,115909,31584,146851,24818
3D_mFFEXL-401/IM-0001-0256.jpg,18.21772762901423,116959,32148,147102,25435
3D_mFFEXL-401/IM-0001-0259.jpg,18.31771525136878,117205,32283,147187,25545
3D_mFFEXL-401/IM-0001-0262.jpg,18.054432290005526,117623,32561,147714,26240
3D_mFFEXL-401/IM-0001-0265.jpg,17.972201164715816,117918,32902,147750,26340
3D_mFFEXL-401/IM-0001-0268.jpg,17.89685340713891,118109,32856,147918,26136
3D_mFFEXL-401/IM-0001-0271.jpg,18.079171137368387,118464,33038,147891,26014
3D_mFFEXL-401/IM-0001-0274.jpg,18.169390832101296,118671,32435,148170,25486
3D_mFFEXL-401/IM-0001-0277.jpg,18.08742491733127,119130,32786,148225,26014
3D_mFFEXL-401/IM-0001-0280.jpg,17.947931429279308,119384,32994,148426,26168
3D_mFFEXL-401/IM-0001-0283.jpg,17.94861113003885,119638,33313,148465,26789
3D_mFFEXL-401/IM-0001-0286.jpg,18.021265259462567,119784,33064,148511,26584
3D_mFFEXL-401/IM-0001-0289.jpg,17.90412201504313,120050,33531,148605,27042
3D_mFFEXL-401/IM-0001-0292.jpg,18.042326692220158,120378,34060,148890,27141
3D_mFFEXL-401/IM-0001-0295.jpg,17.943139092553523,120562,34545,148942,28043
3D_mFFEXL-401/IM-0001-0298.jpg,17.861157305026435,120740,34674,149236,27943
3D_mFFEXL-401/IM-0001-0301.jpg,17.809606479635146,121004,34713,149364,27980
3D_mFFEXL-401/IM-0001-0307.jpg,17.76207116377505,121509,35078,149659,28520
3D_mFFEXL-401/IM-0001-0310.jpg,17.637378647483814,121668,35492,149649,28855
3D_mFFEXL-401/IM-0001-0313.jpg,17.547950635978204,121867,35498,149655,28997
3D_mFFEXL-401/IM-0001-0316.jpg,17.45575399460149,122169,35781,149846,29231
3D_mFFEXL-401/IM-0001-0319.jpg,17.428074474771318,122264,35747,149664,29332
3D_mFFEXL-401/IM-0001-0322.jpg,17.503924926671978,122447,35669,149879,29123
3D_mFFEXL-401/IM-0001-0325.jpg,17.732296234607688,122699,35632,150320,28393
3D_mFFEXL-401/IM-0001-0328.jpg,17.792531678780698,122745,35151,150501,28335
3D_mFFEXL-401/IM-0001-0331.jpg,17.884496592347425,122802,35197,150623,28122
3D_mFFEXL-401/IM-0001-0334.jpg,17.768425664634307,123083,34701,150915,27909
3D_mFFEXL-401/IM-0001-0337.jpg,17.877107440088814,122988,34739,150899,28134
3D_mFFEXL-401/IM-0001-0340.jpg,17.91000064794945,123176,35144,151110,28373
3D_mFFEXL-401/IM-0001-0343.jpg,17.713890183667615,123384,35493,151235,28453
3D_mFFEXL-401/IM-0001-0346.jpg,17.76689192525264,123413,35357,151156,28498
3D_mFFEXL-401/IM-0001-0349.jpg,17.956282259518325,123412,35275,151172,28143
3D_mFFEXL-401/IM-0001-0352.jpg,17.8612973537146,123686,35176,151296,28044
3D_mFFEXL-401/IM-0001-0358.jpg,17.871081499292337,123823,35391,151619,27904
3D_mFFEXL-401/IM-0001-0361.jpg,17.762798198872716,123853,35261,151590,27849
3D_mFFEXL-401/IM-0001-0364.jpg,17.6685062209213,123883,35338,151669,27745
3D_mFFEXL-401/IM-0001-0367.jpg,17.657073038831427,124083,35731,151685,27980
3D_mFFEXL-401/IM-0001-0370.jpg,17.696342730816276,123863,34948,151684,27764
3D_mFFEXL-401/IM-0001-0373.jpg,17.80796436454928,123953,35289,151758,28022
3D_mFFEXL-401/IM-0001-0376.jpg,17.742592699722476,123995,35171,152027,28212
3D_mFFEXL-401/IM-0001-0379.jpg,17.672243975980933,123969,34862,151940,27765
3D_mFFEXL-401/IM-0001-0382.jpg,17.726407039962027,124080,35221,151997,27603
3D_mFFEXL-401/IM-0001-0385.jpg,17.520938861485085,124273,35622,151840,28459
3D_mFFEXL-401/IM-0001-0388.jpg,17.529131015302013,124238,36035,151886,28759
3D_mFFEXL-401/IM-0001-0391.jpg,17.602504467223092,124226,36067,151881,28399
3D_mFFEXL-401/IM-0001-0394.jpg,17.607657170710993,124346,35886,151858,28461
3D_mFFEXL-401/IM-0001-0397.jpg,17.584284671275967,124078,36529,152143,29035
3D_mFFEXL-401/IM-0001-0400.jpg,17.512463594138616,124220,36781,152452,29181
3D_mFFEXL-401/IM-0001-0403.jpg,17.42413442512236,124123,37041,152339,29151
3D_mFFEXL-401/IM-0001-0409.jpg,17.397498120535246,123844,36979,152439,29666
3D_mFFEXL-401/IM-0001-0412.jpg,17.49807730440018,123966,36594,152794,29377
3D_mFFEXL-401/IM-0001-0415.jpg,17.399458875508444,124082,36624,152582,29416
3D_mFFEXL-401/IM-0001-0418.jpg,17.534093694878653,123983,36511,152528,29654
3D_mFFEXL-401/IM-0001-0421.jpg,17.554902033349173,123846,36265,152550,29251
3D_mFFEXL-401/IM-0001-0424.jpg,17.555246557540947,123726,35983,152755,28997
3D_mFFEXL-401/IM-0001-0427.jpg,17.604731230081757,123696,36196,152771,29163
3D_mFFEXL-401/IM-0001-0430.jpg,17.599915717868445,123661,36045,152845,28850
3D_mFFEXL-401/IM-0001-0433.jpg,17.551046093048583,123389,35940,152762,28758
3D_mFFEXL-401/IM-0001-0436.jpg,17.462053070994546,123423,35719,152862,29028
3D_mFFEXL-401/IM-0001-0439.jpg,17.411449257454304,123426,36205,152765,29378
3D_mFFEXL-401/IM-0001-0442.jpg,17.376656193880763,123223,35898,152800,29397
3D_mFFEXL-401/IM-0001-0445.jpg,17.456047752695063,122964,35626,152964,28677
3D_mFFEXL-401/IM-0001-0448.jpg,17.494357103800752,122844,35314,153001,28570
3D_mFFEXL-401/IM-0001-0451.jpg,17.44579191002923,122791,35422,153062,28589
3D_mFFEXL-401/IM-0001-0454.jpg,17.50887437124369,122592,35511,153034,28814
3D_mFFEXL-401/IM-0001-0460.jpg,17.76908553418414,122170,34960,152919,28285
3D_mFFEXL-401/IM-0001-0463.jpg,17.717970157055753,122027,34804,152967,28253
3D_mFFEXL-401/IM-0001-0466.jpg,17.718845815877668,121605,34621,152934,28092
3D_mFFEXL-401/IM-0001-0469.jpg,17.96140809550127,121259,33870,152836,27602
3D_mFFEXL-401/IM-0001-0472.jpg,17.934062694694287,120989,34097,152782,27713
3D_mFFEXL-401/IM-0001-0475.jpg,17.784971506206382,120911,34336,152748,28031
3D_mFFEXL-401/IM-0001-0478.jpg,17.698112745577927,120696,34332,152632,27843
3D_mFFEXL-401/IM-0001-0481.jpg,17.65184429261682,120261,34460,152647,27774
3D_mFFEXL-401/IM-0001-0484.jpg,17.780841553160784,119796,34650,152495,28066
3D_mFFEXL-401/IM-0001-0487.jpg,17.76027260162536,119395,34543,152446,27991
3D_mFFEXL-401/IM-0001-0490.jpg,17.784844123811414,119106,34670,152129,28174
3D_mFFEXL-401/IM-0001-0493.jpg,17.774489827429587,118915,34642,152168,28035
3D_mFFEXL-401/IM-0001-0496.jpg,17.78006707474528,118756,34517,152070,27981
3D_mFFEXL-401/IM-0001-0499.jpg,17.870966650581977,118521,34077,152106,26961
3D_mFFEXL-401/IM-0001-0502.jpg,17.812869969957074,118168,34057,151571,27225
3D_mFFEXL-401/IM-0001-0505.jpg,17.920694228350097,117655,33992,151163,27001
3D_mFFEXL-401/IM-0001-0511.jpg,17.817088662450626,117131,33994,151092,27401
3D_mFFEXL-401/IM-0001-0514.jpg,17.74037389854414,116800,33680,151079,27091
3D_mFFEXL-401/IM-0001-0517.jpg,17.934337446745122,116584,33808,150829,26837
3D_mFFEXL-401/IM-0001-0520.jpg,17.832392522075796,116002,33370,150847,26543
3D_mFFEXL-401/IM-0001-0523.jpg,18.04742833052666,115597,33213,150470,26509
3D_mFFEXL-401/IM-0001-0526.jpg,18.097705708275566,115321,32492,150515,25976
3D_mFFEXL-401/IM-0001-0529.jpg,18.112690475632004,114818,32690,150453,25995
3D_mFFEXL-401/IM-0001-0532.jpg,18.17052192456323,114271,32474,150403,25948
3D_mFFEXL-401/IM-0001-0535.jpg,18.214312452726965,113947,32127,150351,25147
3D_mFFEXL-401/IM-0001-0538.jpg,18.198981015471333,113573,31861,150331,24608
3D_mFFEXL-401/IM-0001-0541.jpg,18.571502692378154,112904,31159,150167,24265
3D_mFFEXL-401/IM-0001-0544.jpg,18.49104738816878,112269,31091,150168,24165
3D_mFFEXL-401/IM-0001-0547.jpg,18.280136901165733,111791,30682,150032,23892
3D_mFFEXL-401/IM-0001-0550.jpg,18.34902578258989,111340,30764,150102,24204
3D_mFFEXL-401/IM-0001-0553.jpg,18.414364139404846,110797,30720,149274,23956
3D_mFFEXL-401/IM-0001-0556.jpg,18.307411219586644,110134,30902,149106,24076
3D_mFFEXL-401/IM-0001-0562.jpg,18.59651818085238,109109,30892,148250,23659
3D_mFFEXL-401/IM-0001-0565.jpg,18.3022575282555,108907,30894,147897,23874
3D_mFFEXL-401/IM-0001-0568.jpg,18.25417030902045,108105,30945,148231,23954
3D_mFFEXL-401/IM-0001-0571.jpg,18.257973276793,107661,30803,147742,23744
3D_mFFEXL-401/IM-0001-0574.jpg,18.29702203767377,107016,30561,147436,23522
3D_mFFEXL-401/IM-0001-0577.jpg,18.34964930187353,106447,30306,147271,23236
3D_mFFEXL-401/IM-0001-0580.jpg,18.431324055796875,105825,30227,146445,23542
3D_mFFEXL-401/IM-0001-0583.jpg,18.200048272047894,105495,30381,146008,23949
3D_mFFEXL-401/IM-0001-0586.jpg,18.326841333595027,104644,29971,145328,23517
3D_mFFEXL-401/IM-0001-0589.jpg,18.38247139270059,103930,29484,145341,23178
3D_mFFEXL-401/IM-0001-0592.jpg,18.36441837578851,103107,29542,144706,23103
3D_mFFEXL-401/IM-0001-0595.jpg,18.424419013720666,102512,29539,144060,22940
3D_mFFEXL-401/IM-0001-0598.jpg,18.238832895734134,102000,28940,143841,22927
3D_mFFEXL-401/IM-0001-0601.jpg,18.388190727339886,100920,28464,143517,22423
3D_mFFEXL-401/IM-0001-0604.jpg,18.52688945652291,100385,28034,142803,22050
3D_mFFEXL-401/IM-0001-0607.jpg,18.60887968417725,99282,27787,142647,21770
3D_mFFEXL-401/IM-0001-0613.jpg,18.39533889233387,97845,27742,142086,21811
3D_mFFEXL-401/IM-0001-0616.jpg,18.46738235727489,97121,27483,141710,21744
3D_mFFEXL-401/IM-0001-0619.jpg,18.61536230934088,96621,26966,141219,21383
3D_mFFEXL-401/IM-0001-0622.jpg,18.550619246976833,95696,26470,140404,20923
3D_mFFEXL-401/IM-0001-0625.jpg,18.618116563591364,94570,26230,139902,20473
3D_mFFEXL-401/IM-0001-0628.jpg,18.758454793249467,93419,25551,139611,19985
3D_mFFEXL-401/IM-0001-0631.jpg,18.840423506804257,92452,25160,138967,19985
3D_mFFEXL-401/IM-0001-0634.jpg,18.881650698914825,91666,24970,137903,19617
3D_mFFEXL-401/IM-0001-0637.jpg,18.989021419960388,90884,24540,137111,19377
3D_mFFEXL-401/IM-0001-0640.jpg,18.805084724515897,89844,24313,136204,19200
3D_mFFEXL-401/IM-0001-0643.jpg,18.925447777847058,88917,24122,135162,19013
3D_mFFEXL-401/IM-0001-0646.jpg,18.957667913619638,88064,23636,134495,18592
3D_mFFEXL-401/IM-0001-0649.jpg,18.94726426782889,87077,23227,133311,18364
3D_mFFEXL-401/IM-0001-0652.jpg,19.102912473587633,86217,22829,132114,17852
3D_mFFEXL-401/IM-0001-0655.jpg,19.19120815922123,85182,22362,131539,17300
3D_mFFEXL-401/IM-0001-0658.jpg,19.078052615130343,84179,22217,130592,17419
3D_mFFEXL-401/IM-0001-0664.jpg,19.184656434070824,82126,21546,128747,16732
3D_mFFEXL-401/IM-0001-0667.jpg,19.267058673230828,80701,20966,128125,16444
3D_mFFEXL-401/IM-0001-0670.jpg,19.23803588981367,79843,20739,127393,16113
3D_mFFEXL-401/IM-0001-0673.jpg,19.177406377379345,79274,20464,126877,15802
3D_mFFEXL-401/IM-0001-0676.jpg,19.319955264018535,77939,19709,125876,15444
3D_mFFEXL-401/IM-0001-0679.jpg,19.521084439592236,77036,19653,124811,15278
3D_mFFEXL-401/IM-0001-0682.jpg,19.48499887972838,76262,19533,124697,15187
3D_mFFEXL-401/IM-0001-0685.jpg,19.658763722989598,75087,19308,123453,14834
3D_mFFEXL-401/IM-0001-0688.jpg,19.733230736845524,73837,19110,122539,14657
3D_mFFEXL-401/IM-0001-0691.jpg,19.972994912490247,72919,18532,121193,14460
3D_mFFEXL-401/IM-0001-0694.jpg,20.095136270122037,72236,18720,119999,14320
3D_mFFEXL-401/IM-0001-0697.jpg,20.07394537921066,71419,18563,118483,14141
3D_mFFEXL-401/IM-0001-0700.jpg,20.100506055518114,70024,17729,117349,13564
3D_mFFEXL-401/IM-0001-0703.jpg,20.32577207936356,68922,17480,116054,13308
3D_mFFEXL-401/IM-0001-0706.jpg,20.537942446380907,67822,17132,114908,13109
3D_mFFEXL-401/IM-0001-0709.jpg,20.78972334035287,67150,17068,113935,12690
3D_mFFEXL-401/IM-0001-0712.jpg,20.926279714130878,65901,17157,113252,12682
3D_mFFEXL-401/IM-0001-0715.jpg,21.07028357989698,65163,16604,112564,12580
3D_mFFEXL-401/IM-0001-0718.jpg,21.125643360431106,64822,16806,111420,12417
3D_mFFEXL-401/IM-0001-0721.jpg,21.216707620584373,63962,16436,110577,11709
3D_mFFEXL-401/IM-0001-0724.jpg,21.37500938859783,62961,16269,109202,11447
3D_mFFEXL-401/IM-0001-0727.jpg,21.613994481890238,61746,15673,107757,10935
3D_mFFEXL-401/IM-0001-0730.jpg,21.832430114660227,60481,15429,106154,10724
3D_mFFEXL-401/IM-0001-0733.jpg,22.293950924782227,59418,14806,104284,10153
3D_mFFEXL-401/IM-0001-0736.jpg,22.44261035485815,59028,14534,102942,9775
3D_mFFEXL-401/IM-0001-0739.jpg,22.633374119088217,57711,14098,101589,9590
3D_mFFEXL-401/IM-0001-0742.jpg,22.69023212792666,56574,13826,99864,9257
3D_mFFEXL-401/IM-0001-0745.jpg,23.046489416050214,55464,13351,98108,8886
3D_mFFEXL-401/IM-0001-0748.jpg,23.291619425629143,54230,13116,96255,8497
75.0% - 5/IM-0001-0001.jpg,22.670048231373205,107356,21532,210079,12346
75.0% - 5/IM-0001-0002.jpg,22.745538590579084,108418,21364,210321,12039
75.0% - 5/IM-0001-0003.jpg,22.729739249217328,108461,21365,210532,12181
75.0% - 5/IM-0001-0004.jpg,22.518778573496043,108992,22043,211259,12968
75.0% - 5/IM-0001-0005.jpg,22.569545372790238,109255,21842,212258,12767
75.0% - 5/IM-0001-0006.jpg,22.426511515433862,109378,21793,213303,12741
75.0% - 5/IM-0001-0007.jpg,22.33657172319131,109415,21652,214108,12929
75.0% - 5/IM-0001-0008.jpg,22.50476247855476,109677,21270,214756,12669
75.0% - 5/IM-0001-0009.jpg,22.387804724249015,110229,21708,213518,13042
75.0% - 5/IM-0001-0010.jpg,22.47827399277468,110583,21855,213752,12618
75.0% - 5/IM-0001-0011.jpg,22.20925980117856,110617,21689,213817,12819
75.0% - 5/IM-0001-0012.jpg,22.26832125712212,110998,21938,214608,13051
75.0% - 5/IM-0001-0013.jpg,22.35850574276157,110376,21825,213167,12952
75.0% - 5/IM-0001-0014.jpg,22.44326366050286,109642,21892,212429,12854
75.0% - 5/IM-0001-0015.jpg,22.39799577772509,109494,21513,213909,12367
75.0% - 5/IM-0001-0016.jpg,22.40208798534592,109966,21935,215659,12888
75.0% - 5/IM-0001-0018.jpg,22.284214402600035,110576,21752,217825,13485
75.0% - 5/IM-0001-0019.jpg,22.45290271514024,110134,21946,218359,13090
75.0% - 5/IM-0001-0020.jpg,22.389339212381884,109278,22111,217942,12894
75.0% - 5/IM-0001-0021.jpg,22.358262576121028,108980,21836,217795,12780
75.0% - 5/IM-0001-0022.jpg,22.363358634148135,109339,21912,217776,12882
75.0% - 5/IM-0001-0023.jpg,22.48373923717404,109920,22147,217660,13183
75.0% - 5/IM-0001-0024.jpg,22.21410108030711,109812,22271,217946,13234
75.0% - 5/IM-0001-0025.jpg,22.13664184336131,109454,22134,215932,13190
75.0% - 5/IM-0001-0026.jpg,22.370646460866517,109674,22337,216254,12863
75.0% - 5/IM-0001-0027.jpg,22.41694799501218,109617,22076,215745,12819
75.0% - 5/IM-0001-0028.jpg,22.345607777594203,110549,22063,215214,12794
75.0% - 5/IM-0001-0029.jpg,22.283351497555877,111530,22613,216283,13273
75.0% - 5/IM-0001-0030.jpg,22.145919588158343,113200,22739,218751,13411
75.0% - 5/IM-0001-0031.jpg,22.174525689023753,113908,22786,217916,13246
75.0% - 5/IM-0001-0032.jpg,22.222374856549145,113963,22269,219298,13636
75.0% - 5/IM-0001-0033.jpg,22.347911007608623,113726,21548,216706,12889
75.0% - 5/IM-0001-0035.jpg,22.65241255379328,112606,19291,214770,11864
75.0% - 5/IM-0001-0036.jpg,22.599833171355215,112529,19090,212922,11932
75.0% - 5/IM-0001-0037.jpg,22.637150404640963,111640,18592,212786,12022
75.0% - 5/IM-0001-0038.jpg,22.665979170334964,111982,18769,213159,11724
75.0% - 5/IM-0001-0039.jpg,22.480353661314965,111138,18623,213892,11707
75.0% - 5/IM-0001-0040.jpg,22.61274099415275,111472,18644,212834,11598
75.0% - 5/IM-0001-0041.jpg,22.617691431640445,111237,18714,213415,11730
75.0% - 5/IM-0001-0042.jpg,22.581936357810527,111168,18367,213331,11347
75.0% - 5/IM-0001-0043.jpg,22.56343262385199,111028,18477,213119,11342
75.0% - 5/IM-0001-0044.jpg,22.71251160166022,109909,18260,213360,11335
75.0% - 5/IM-0001-0045.jpg,22.802067399964997,109868,18332,213677,11237
75.0% - 5/IM-0001-0046.jpg,22.85095367988639,109565,17816,214228,11217
75.0% - 5/IM-0001-0047.jpg,22.78276611546537,110054,17842,213898,11307
75.0% - 5/IM-0001-0048.jpg,22.71271110493376,110000,17764,212653,11239
75.0% - 5/IM-0001-0049.jpg,22.842779733650012,110233,18104,212110,11134
75.0% - 5/IM-0001-0050.jpg,22.77967245457131,109425,17958,211718,11270
75.0% - 5/IM-0001-0052.jpg,22.589423741551002,109317,18566,211661,11580
75.0% - 5/IM-0001-0053.jpg,22.629238539529595,109147,18124,211290,11456
75.0% - 5/IM-0001-0054.jpg,22.626967489257588,109062,18012,210881,11219
75.0% - 5/IM-0001-0055.jpg,22.665323884454523,109743,18649,212887,11558
75.0% - 5/IM-0001-0056.jpg,22.689603465196654,110590,18564,212720,11483
75.0% - 5/IM-0001-0057.jpg,22.67649339827266,110210,18433,212310,11399
75.0% - 5/IM-0001-0058.jpg,22.633641605867517,110776,18355,211940,11679
75.0% - 5/IM-0001-0059.jpg,22.561975371426293,110502,18559,211634,11501
75.0% - 5/IM-0001-0060.jpg,22.63952695535327,111346,18941,211096,11869
75.0% - 5/IM-0001-0061.jpg,22.68708247772857,111444,18971,211086,11859
75.0% - 5/IM-0001-0062.jpg,22.783228799954585,111125,18743,210850,11588
75.0% - 5/IM-0001-0063.jpg,22.80864768379905,111452,18679,211738,11588
75.0% - 5/IM-0001-0064.jpg,22.727339565361333,111712,18552,211819,11467
75.0% - 5/IM-0001-0065.jpg,22.658849393099803,112102,19121,212503,11697
75.0% - 5/IM-0001-0066.jpg,22.691662372033004,112250,19113,212427,11900
75.0% - 5/IM-0001-0067.jpg,22.554882578435432,113073,19286,212865,11938
